contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency,option_type,delta,gamma,theta,vega
SPY241002C00550000,2024-10-01 19:51:48+00:00,550.0,19.16,18.69,19.38,-4.4300003,-18.779144,226.0,529,0.5100146655273439,True,REGULAR,USD,call,-0.13520563572954414,0.6409717373347286,-0.9198225528056831,0.7171090802919655
SPY241002C00551000,2024-10-01 18:16:52+00:00,551.0,19.38,17.64,18.4,-3.5300007,-15.408121,9.0,6,0.49341326904296884,True,REGULAR,USD,call,-0.06744792370195318,0.38391190765640193,-0.36047764664259185,0.14654158809868878
SPY241002C00552000,2024-10-01 19:11:13+00:00,552.0,18.1,16.6,17.4,-1.1999989,-6.217611,15.0,4,0.4726615234375,True,REGULAR,USD,call,-0.6494222681131003,0.6035639243403887,-0.51754823959043,0.35755583097658505
SPY241002C00553000,2024-09-30 13:57:52+00:00,553.0,18.1,15.65,16.41,0.0,0.0,70.0,76,0.45361874511718747,True,REGULAR,USD,call,-0.6414273383069264,0.6505073227303528,-0.8708707609229134,0.6617098405259347
SPY241002C00554000,2024-10-01 19:14:46+00:00,554.0,16.03,14.65,15.42,-0.7099991,-4.2413325,10.0,2,0.43457596679687505,True,REGULAR,USD,call,-0.4214374921345998,0.21177508591393035,-0.19329891722795534,0.3723254882276599
SPY241002C00555000,2024-09-30 18:33:06+00:00,555.0,14.18,13.72,14.42,-0.29999924,-2.071818,10.0,22,0.41309180664062495,True,REGULAR,USD,call,0.6702627808945218,0.759344544251956,-0.890811375621353,0.6972111776978056
SPY241002C00556000,2024-10-01 20:00:36+00:00,556.0,13.31,12.8,12.95,-4.089999,-23.505743,264.0,88,0.3061592822265625,True,REGULAR,USD,call,-0.507145783918574,0.1967938010947543,-0.7057071683207489,0.26671242767562153
SPY241002C00557000,2024-10-01 18:03:27+00:00,557.0,12.71,11.82,11.97,-3.8000002,-23.016356,44.0,50,0.29175512939453113,True,REGULAR,USD,call,0.10516560182775092,0.872618215650161,-0.17295120942798425,0.6038383803242876
SPY241002C00558000,2024-10-01 20:09:12+00:00,558.0,11.01,10.85,11.0,-4.5299997,-29.150578,279.0,62,0.2788158056640625,True,REGULAR,USD,call,0.9443283274915086,0.019564476914853968,-0.6407814961383955,0.3730315865425763
SPY241002C00559000,2024-10-01 20:04:18+00:00,559.0,10.21,9.89,10.03,-4.2299995,-29.293625,239.0,42,0.264655791015625,True,REGULAR,USD,call,-0.002489728417315762,0.6335296412999263,-0.3005270251761972,0.46483644176094574
SPY241002C00560000,2024-10-01 19:58:05+00:00,560.0,9.0,8.95,9.09,-2.6499996,-22.746778,535.0,211,0.25440198730468755,True,REGULAR,USD,call,0.013353686811618859,0.08981501480941534,-0.7266194870061913,0.8232085641414009
SPY241002C00561000,2024-10-01 20:07:20+00:00,561.0,8.15,8.04,8.14,-5.1800003,-38.859715,333.0,196,0.241218525390625,True,REGULAR,USD,call,-0.7119547591107387,0.4727816014203594,-0.1584310201715724,0.21629087797920776
SPY241002C00562000,2024-10-01 20:14:42+00:00,562.0,7.2,7.13,7.23,-5.1400003,-41.653164,925.0,17,0.23169713623046873,True,REGULAR,USD,call,0.7608578811590656,0.8223207771060873,-0.37826869152000653,0.33247301229408566
SPY241002C00563000,2024-10-01 20:00:33+00:00,563.0,6.54,6.26,6.35,-4.12,-38.649155,1123.0,57,0.22364057617187497,True,REGULAR,USD,call,-0.20202623855977953,0.8841464388940997,-0.8315802872594706,0.3809765380329526
SPY241002C00564000,2024-10-01 20:14:40+00:00,564.0,5.4,5.42,5.5,-4.86,-47.36842,2094.0,31,0.215828154296875,True,REGULAR,USD,call,-0.5003418906960317,0.9003504282220626,-0.9239003150334848,0.04334993273555077
SPY241002C00565000,2024-10-01 20:10:57+00:00,565.0,4.7,4.61,4.68,-3.9700003,-45.790085,4910.0,405,0.20752745605468748,True,REGULAR,USD,call,0.5394599023111637,0.5954630047422076,-0.24171663239460905,0.23334138635444668
SPY241002C00566000,2024-10-01 20:14:27+00:00,566.0,3.82,3.85,3.9,-4.33,-53.128838,13851.0,375,0.19947089599609374,True,REGULAR,USD,call,-0.8664703886289955,0.34253560464874566,-0.4254719012637338,0.8278976804570732
SPY241002C00567000,2024-10-01 20:13:40+00:00,567.0,3.16,3.14,3.18,-3.72,-54.069767,32396.0,239,0.19214675048828128,True,REGULAR,USD,call,-0.4256786002856896,0.16310038307754338,-0.5323609532271963,0.7506600609477156
SPY241002C00568000,2024-10-01 20:14:56+00:00,568.0,2.5,2.49,2.52,-3.5500002,-58.67769,57845.0,1075,0.18506674316406246,True,REGULAR,USD,call,0.10089226237074578,0.4016221142700577,-0.010159779780337885,0.15158366399672174
SPY241002C00569000,2024-10-01 20:14:55+00:00,569.0,1.94,1.91,1.94,-3.35,-63.327034,70111.0,2090,0.17884121948242188,False,REGULAR,USD,call,0.23039510154866405,0.6628184342804407,-0.5270070735748581,0.9485129664179918
SPY241002C00570000,2024-10-01 20:14:58+00:00,570.0,1.42,1.41,1.43,-3.0299997,-68.08988,120536.0,2334,0.17212741943359378,False,REGULAR,USD,call,-0.9629706850544848,0.355540305447291,-0.16741029770169635,0.22743374034899355
SPY241002C00571000,2024-10-01 20:14:59+00:00,571.0,1.01,1.0,1.01,-2.7,-72.77628,87280.0,4003,0.16602396484375004,False,REGULAR,USD,call,-0.04515491322808218,0.21129769793357567,-0.27047398196491845,0.18298112167574887
SPY241002C00572000,2024-10-01 20:14:55+00:00,572.0,0.68,0.68,0.69,-2.35,-77.557755,85218.0,7933,0.16175154663085936,False,REGULAR,USD,call,-0.3003828230455079,0.8057842344472939,-0.40576048925152364,0.9652944443603808
SPY241002C00573000,2024-10-01 20:14:57+00:00,573.0,0.45,0.44,0.45,-1.98,-81.481476,76800.0,6657,0.15796740478515625,False,REGULAR,USD,call,-0.7959895238383976,0.6355114667487453,-0.7890219196446865,0.5376536490139183
SPY241002C00574000,2024-10-01 20:14:55+00:00,574.0,0.28,0.27,0.28,-1.6,-85.106384,67198.0,6917,0.15479360839843753,False,REGULAR,USD,call,0.10933298737460073,0.3658407440835798,-0.653275911954352,0.15127920571415543
SPY241002C00575000,2024-10-01 20:14:58+00:00,575.0,0.16,0.16,0.17,-1.24,-88.57143,63130.0,4826,0.15284050292968754,False,REGULAR,USD,call,0.943755649147697,0.2794818803756308,-0.5566126189208034,0.610328398166426
SPY241002C00576000,2024-10-01 20:14:56+00:00,576.0,0.09,0.09,0.1,-0.90999997,-91.0,20429.0,2370,0.1518639501953125,False,REGULAR,USD,call,-0.932443624154881,0.6300908972161043,-0.9613105498981045,0.233231530927687
SPY241002C00577000,2024-10-01 20:14:57+00:00,577.0,0.05,0.05,0.06,-0.61,-92.42424,15569.0,2902,0.15235222656250003,False,REGULAR,USD,call,0.43606044339472816,0.9579710432233997,-0.022503366703994665,0.23928529968505186
SPY241002C00578000,2024-10-01 20:14:57+00:00,578.0,0.03,0.02,0.03,-0.39,-92.85715,14639.0,4094,0.15039912109375003,False,REGULAR,USD,call,0.7767123361828294,0.3458490900923228,-0.46546706206392363,0.44021501418619957
SPY241002C00579000,2024-10-01 20:14:42+00:00,579.0,0.02,0.01,0.02,-0.24,-92.30769,10269.0,4453,0.15430533203125002,False,REGULAR,USD,call,-0.7847460659982834,0.10600514582141074,-0.18183552096866473,0.4266957196173259
SPY241002C00580000,2024-10-01 20:13:56+00:00,580.0,0.01,0.01,0.02,-0.14,-93.33333,8470.0,3480,0.16602396484375004,False,REGULAR,USD,call,0.47728867665248,0.028618380138001553,-0.7903008717413322,0.4391159313807822
SPY241002C00581000,2024-10-01 20:14:59+00:00,581.0,0.01,0.0,0.01,-0.07,-87.5,3219.0,1408,0.16407085937500002,False,REGULAR,USD,call,0.6285384325967558,0.023961732541173286,-0.41782951572067006,0.7667256053328627
SPY241002C00582000,2024-10-01 20:12:32+00:00,582.0,0.01,0.0,0.01,-0.03,-75.0,2443.0,1928,0.1757894921875,False,REGULAR,USD,call,-0.14259835146517807,0.189586825759683,-0.33286754784008,0.3216387162432094
SPY241002C00583000,2024-10-01 20:05:37+00:00,583.0,0.01,0.0,0.01,-0.01,-50.0,1031.0,2399,0.187508125,False,REGULAR,USD,call,0.19919923123412753,0.23562995631898032,-0.4600790309144094,0.4833479342895016
SPY241002C00584000,2024-10-01 20:06:06+00:00,584.0,0.01,0.0,0.01,-0.01,-50.0,1641.0,810,0.1992267578125,False,REGULAR,USD,call,0.6635523421759424,0.8409040042846424,-0.9050212650400647,0.41202354300799215
SPY241002C00585000,2024-10-01 19:14:46+00:00,585.0,0.01,0.0,0.01,-0.01,-50.0,307.0,2499,0.21094539062499998,False,REGULAR,USD,call,0.8806151658444912,0.8705475857992863,-0.6704062330694694,0.6557096029988624
SPY241002C00586000,2024-10-01 19:25:46+00:00,586.0,0.01,0.0,0.01,0.0,0.0,138.0,630,0.22266402343749997,False,REGULAR,USD,call,0.35993116463851926,0.09024864809477684,-0.8791359060278507,0.7862966527812072
SPY241002C00587000,2024-10-01 19:14:12+00:00,587.0,0.01,0.0,0.01,0.0,0.0,307.0,142,0.23438265625,False,REGULAR,USD,call,0.6458292014146092,0.10827602827794558,-0.7778738955687081,0.2626713244955946
SPY241002C00588000,2024-10-01 19:45:26+00:00,588.0,0.01,0.0,0.01,0.0,0.0,449.0,207,0.242195078125,False,REGULAR,USD,call,0.6641270655862885,0.8254478664698545,-0.17179915045530914,0.4456056725922809
SPY241002C00589000,2024-10-01 16:05:25+00:00,589.0,0.01,0.0,0.01,0.0,0.0,81.0,394,0.25391371093750004,False,REGULAR,USD,call,0.07320289953786308,0.11714402780990729,-0.20063234154214693,0.9881122414238839
SPY241002C00590000,2024-10-01 17:53:58+00:00,590.0,0.01,0.0,0.01,0.0,0.0,19.0,1702,0.26563234375,False,REGULAR,USD,call,-0.4630186189842509,0.6407665985860753,-0.39910145523160123,0.8323695706108808
SPY241002C00595000,2024-10-01 14:00:34+00:00,595.0,0.01,0.0,0.01,0.0,0.0,1.0,78,0.32031929687499994,False,REGULAR,USD,call,-0.03378467793019402,0.3727988953749304,-0.24527898411857307,0.5249664199249935
SPY241002C00600000,2024-09-30 19:49:41+00:00,600.0,0.01,0.0,0.01,0.0,0.0,2.0,495,0.37500625,False,REGULAR,USD,call,0.20782275878742906,0.9089998237684472,-0.7111060207735952,0.2505983789921804
SPY241002C00605000,2024-09-27 17:32:46+00:00,605.0,0.01,0.0,0.01,0.0,0.0,4.0,187,0.42188078125,False,REGULAR,USD,call,0.5107040244441647,0.371264088071279,-0.545872282324606,0.3874123965625389
SPY241002C00610000,2024-09-30 13:41:04+00:00,610.0,0.01,0.0,0.01,0.0,0.0,2.0,113,0.476567734375,False,REGULAR,USD,call,-0.8324537064335054,0.4558202577285406,-0.5199155112118033,0.1430727003943858
SPY241002C00615000,2024-09-25 14:40:59+00:00,615.0,0.01,0.0,0.01,0.0,0.0,,146,0.500005,False,REGULAR,USD,call,-0.025354134470660483,0.5291122411051741,-0.9656482028295101,0.4652098634772651
SPY241002C00620000,2024-09-26 17:44:08+00:00,620.0,0.01,0.0,0.01,0.0,0.0,208.0,183,0.5312546875,False,REGULAR,USD,call,-0.20247633938400567,0.10540003523786556,-0.8835855343332668,0.8010845145347589
SPY241002C00625000,2024-09-25 15:16:54+00:00,625.0,0.01,0.0,0.01,0.0,0.0,,2,0.57812921875,False,REGULAR,USD,call,-0.15989142834340342,0.9561060022191155,-0.9626266082565924,0.780973231376497
SPY241002C00635000,2024-09-23 19:10:10+00:00,635.0,0.01,0.0,0.01,0.0,0.0,,1,0.6718782812500002,False,REGULAR,USD,call,-0.7856009020354018,0.9847744438633037,-0.22290113227862107,0.47112066164050836
SPY241002C00650000,2024-09-26 16:02:40+00:00,650.0,0.01,0.0,0.01,0.0,0.0,,2,0.8125018749999999,False,REGULAR,USD,call,-0.6891373231224123,0.8346517745485489,-0.38474838176341386,0.6468259321901041
SPY241002C00655000,2024-10-01 17:51:02+00:00,655.0,0.01,0.0,0.01,0.0,0.0,1.0,19,0.8437515624999999,False,REGULAR,USD,call,-0.1919121770365,0.8227115432873685,-0.5117173744666048,0.11817578447015353
SPY241002P00380000,2024-09-23 20:13:16+00:00,380.0,0.01,0.0,0.01,0.0,0.0,,1,2.2500043749999996,False,REGULAR,USD,put,0.45783271218293664,0.5197049262340256,-0.7535302737929959,0.6888411935479613
SPY241002P00400000,2024-10-01 18:17:17+00:00,400.0,0.01,0.0,0.01,0.0,0.0,1.0,7,1.96875015625,False,REGULAR,USD,put,-0.6112186657284258,0.37155905701149583,-0.452808342936699,0.35282894444824375
SPY241002P00420000,2024-09-27 19:20:37+00:00,420.0,0.01,0.0,0.01,0.0,0.0,23.0,587,1.75000125,False,REGULAR,USD,put,0.9229605768748326,0.08729055345720993,-0.20719055513181495,0.41071512987588477
SPY241002P00430000,2024-09-26 19:06:35+00:00,430.0,0.01,0.0,0.01,0.0,0.0,,135,1.625001875,False,REGULAR,USD,put,0.7518142720536036,0.8354210042512119,-0.04653383050299609,0.578954990606775
SPY241002P00440000,2024-09-30 13:30:06+00:00,440.0,0.01,0.0,0.01,0.0,0.0,3.0,79,1.5000025,False,REGULAR,USD,put,-0.12015056589671858,0.8365931582862766,-0.3642114239317571,0.479109173330138
SPY241002P00450000,2024-09-27 19:46:26+00:00,450.0,0.01,0.0,0.01,0.0,0.0,3.0,425,1.3750031249999999,False,REGULAR,USD,put,-0.6959399292989012,0.12811051647569138,-0.6042758008572516,0.48282702972129776
SPY241002P00483000,2024-10-01 14:14:09+00:00,483.0,0.01,0.0,0.01,0.0,0.0,27.0,437,0.9687503125,False,REGULAR,USD,put,-0.08875769901659125,0.2891129660092022,-0.21259174875278508,0.8514051422676325
SPY241002P00484000,2024-10-01 14:40:58+00:00,484.0,0.01,0.0,0.01,0.0,0.0,20.0,595,0.9687503125,False,REGULAR,USD,put,0.5837994371121571,0.5213071247817435,-0.4021165433609517,0.06777641327769335
SPY241002P00485000,2024-10-01 14:13:12+00:00,485.0,0.01,0.01,0.01,0.0,0.0,70.0,15,1.000005,False,REGULAR,USD,put,-0.23467910269342473,0.5136372377727726,-0.6681799686707751,0.40717797181687754
SPY241002P00486000,2024-10-01 14:40:40+00:00,486.0,0.01,0.0,0.01,-0.01,-50.0,6.0,522,0.937500625,False,REGULAR,USD,put,-0.28200793638116606,0.14561284937248853,-0.6001433424989375,0.13524700303842563
SPY241002P00487000,2024-10-01 14:27:12+00:00,487.0,0.01,0.0,0.01,0.0,0.0,37.0,200,0.937500625,False,REGULAR,USD,put,-0.5305716756982493,0.42034279481071246,-0.2513417899005934,0.6477265953149864
SPY241002P00488000,2024-10-01 14:27:32+00:00,488.0,0.01,0.0,0.01,0.0,0.0,56.0,221,0.9062509375,False,REGULAR,USD,put,-0.5718993358113547,0.8593965000737799,-0.07316595188392805,0.6805008625110996
SPY241002P00489000,2024-10-01 16:42:24+00:00,489.0,0.01,0.0,0.01,-0.02,-66.66667,6.0,609,0.9062509375,False,REGULAR,USD,put,0.5358435233291521,0.762689378477966,-0.3591703467254953,0.6018760372027971
SPY241002P00490000,2024-10-01 16:59:23+00:00,490.0,0.01,0.0,0.01,-0.02,-66.66667,187.0,173,0.9062509375,False,REGULAR,USD,put,-0.27043242746364315,0.41949337829862654,-0.8403429679585175,0.39132966901383304
SPY241002P00491000,2024-10-01 16:25:21+00:00,491.0,0.01,0.0,0.01,0.0,0.0,2.0,137,0.87500125,False,REGULAR,USD,put,0.6619466074138052,0.20999559737382723,-0.9918566015735504,0.3569792820254969
SPY241002P00492000,2024-09-26 18:04:36+00:00,492.0,0.04,0.0,0.01,0.0,0.0,1.0,15,0.87500125,False,REGULAR,USD,put,0.36360337082920746,0.44376605367813693,-0.7729239692623634,0.6794059703943767
SPY241002P00493000,2024-10-01 16:37:48+00:00,493.0,0.01,0.0,0.01,-0.04,-80.00001,120.0,478,0.85937640625,False,REGULAR,USD,put,-0.7775226345959267,0.046241056067229946,-0.6053764129051278,0.9069159637044848
SPY241002P00494000,2024-10-01 16:37:34+00:00,494.0,0.01,0.0,0.01,-0.01,-50.0,100.0,680,0.8437515624999999,False,REGULAR,USD,put,-0.1591915248662683,0.978923379797012,-0.9302573652435334,0.05489964360336774
SPY241002P00495000,2024-09-26 15:28:33+00:00,495.0,0.04,0.0,0.01,0.0,0.0,4.0,1370,0.8437515624999999,False,REGULAR,USD,put,0.36237362949428586,0.5226539376639537,-0.3144012429266718,0.20162338673294322
SPY241002P00496000,2024-09-23 19:27:47+00:00,496.0,0.07,0.0,0.01,0.0,0.0,41.0,1779,0.8281267187499999,False,REGULAR,USD,put,-0.9061779865952084,0.21010512439997875,-0.6346197648324957,0.04153946136018993
SPY241002P00497000,2024-09-27 16:48:16+00:00,497.0,0.03,0.0,0.01,0.0,0.0,1.0,315,0.8125018749999999,False,REGULAR,USD,put,0.7697908162893656,0.12507845343949586,-0.3882110274755245,0.5525011593778869
SPY241002P00498000,2024-09-27 16:06:14+00:00,498.0,0.03,0.0,0.01,0.0,0.0,30.0,909,0.8125018749999999,False,REGULAR,USD,put,-0.701482434095144,0.4745667683361229,-0.8055633732773864,0.8118661027114387
SPY241002P00499000,2024-09-23 19:26:52+00:00,499.0,0.07,0.0,0.01,0.0,0.0,11.0,1244,0.7812521875,False,REGULAR,USD,put,0.8717898149429621,0.41046518345271854,-0.7417274276273342,0.46660254638835186
SPY241002P00500000,2024-10-01 19:28:43+00:00,500.0,0.01,0.0,0.01,-0.01,-50.0,630.0,1408,0.7812521875,False,REGULAR,USD,put,0.4181915407019581,0.8680181157645933,-0.08738615768175606,0.07667989735493919
SPY241002P00505000,2024-10-01 18:14:57+00:00,505.0,0.01,0.0,0.01,-0.01,-50.0,364.0,226,0.7187528125,False,REGULAR,USD,put,0.16448608619213245,0.7227145475801705,-0.0858767261861636,0.30464500675430595
SPY241002P00510000,2024-10-01 19:52:58+00:00,510.0,0.01,0.0,0.01,-0.01,-50.0,1701.0,1771,0.6718782812500002,False,REGULAR,USD,put,0.9794491005237402,0.4479813192641584,-0.4560051560617373,0.5140654626973695
SPY241002P00515000,2024-10-01 19:55:38+00:00,515.0,0.01,0.0,0.01,0.0,0.0,4752.0,60,0.6093789062500001,False,REGULAR,USD,put,0.53847339195665,0.9115694033079356,-0.19076664246659292,0.5568691743938263
SPY241002P00520000,2024-10-01 20:08:00+00:00,520.0,0.01,0.0,0.01,-0.01,-50.0,1383.0,1018,0.5625043750000001,False,REGULAR,USD,put,0.015363021263075538,0.6398987164945092,-0.4562998285444184,0.7986446239071794
SPY241002P00525000,2024-10-01 18:56:36+00:00,525.0,0.01,0.0,0.01,0.0,0.0,275.0,594,0.500005,False,REGULAR,USD,put,-0.08987947856089784,0.8725793256024857,-0.10683870746864088,0.5681109899542147
SPY241002P00530000,2024-10-01 20:14:25+00:00,530.0,0.01,0.0,0.01,-0.01,-50.0,1561.0,605,0.476567734375,False,REGULAR,USD,put,0.494552394417588,0.22882065900770754,-0.6334754533290897,0.453743975379606
SPY241002P00531000,2024-10-01 20:07:58+00:00,531.0,0.01,0.0,0.01,-0.09,-90.0,190.0,10,0.4687553125,False,REGULAR,USD,put,-0.08647594647255952,0.852525605012721,-0.11525562593602423,0.467964200891965
SPY241002P00532000,2024-10-01 16:59:26+00:00,532.0,0.04,0.0,0.01,0.0,0.0,584.0,440,0.45313046875,False,REGULAR,USD,put,0.8669223620983326,0.7302754896396421,-0.6534093817945823,0.639698167911244
SPY241002P00533000,2024-10-01 19:45:16+00:00,533.0,0.01,0.0,0.01,-0.03,-75.0,771.0,119,0.445318046875,False,REGULAR,USD,put,-0.3217273051885676,0.8362461629059884,-0.027067516791620894,0.39488402543120216
SPY241002P00534000,2024-10-01 17:57:16+00:00,534.0,0.02,0.01,0.02,-0.030000001,-60.0,802.0,225,0.46094289062500005,False,REGULAR,USD,put,0.6231491712705006,0.38770029095832426,-0.4499850613215074,0.7407494866238519
SPY241002P00535000,2024-10-01 15:55:21+00:00,535.0,0.04,0.01,0.02,0.02,100.0,33.0,118,0.44922425781249997,False,REGULAR,USD,put,-0.20846295048907915,0.3659693731881204,-0.310755155315791,0.9770939562805935
SPY241002P00536000,2024-10-01 18:13:25+00:00,536.0,0.02,0.01,0.02,-0.01,-33.333336,258.0,783,0.437505625,False,REGULAR,USD,put,-0.31257016751022704,0.9163803202133808,-0.9207958966476162,0.41544348448300483
SPY241002P00537000,2024-10-01 19:59:41+00:00,537.0,0.02,0.01,0.02,-0.01,-33.333336,914.0,41,0.42578699218750005,False,REGULAR,USD,put,0.7335278022765777,0.1567498201389762,-0.9022719196300073,0.6972428831346765
SPY241002P00538000,2024-10-01 18:41:44+00:00,538.0,0.01,0.01,0.02,-0.080000006,-88.88889,108.0,38,0.414068359375,False,REGULAR,USD,put,0.2094495848793576,0.00494448986224183,-0.4676534254699354,0.37453710660796913
SPY241002P00539000,2024-10-01 18:17:31+00:00,539.0,0.02,0.01,0.02,0.0,0.0,86.0,147,0.4023497265625,False,REGULAR,USD,put,0.4164841905853467,0.039382361653560016,-0.6405446993455939,0.17854090281164026
SPY241002P00540000,2024-10-01 20:02:46+00:00,540.0,0.02,0.01,0.02,0.0,0.0,458.0,521,0.39063109375,False,REGULAR,USD,put,-0.6085221824050975,0.11600449182749828,-0.45042964182322076,0.7275934456418157
SPY241002P00541000,2024-10-01 17:48:58+00:00,541.0,0.03,0.01,0.02,0.01,50.0,766.0,965,0.37500625,False,REGULAR,USD,put,0.05195572907614565,0.9206737258871529,-0.5280474198450363,0.36769460030885215
SPY241002P00542000,2024-10-01 19:47:30+00:00,542.0,0.02,0.01,0.02,-0.02,-50.0,2842.0,8533,0.3632876171875,False,REGULAR,USD,put,-0.3519703262002625,0.5466465927728407,-0.358180347806776,0.07730199693391726
SPY241002P00543000,2024-10-01 20:06:10+00:00,543.0,0.01,0.01,0.02,-0.01,-50.0,117.0,151,0.35156898437499995,False,REGULAR,USD,put,-0.5104227186846848,0.21430613282264754,-0.3133854928220884,0.025461579923221733
SPY241002P00544000,2024-10-01 19:58:05+00:00,544.0,0.02,0.01,0.02,-0.05,-71.42857,714.0,147,0.3398503515625,False,REGULAR,USD,put,0.8956198551668388,0.667632195111455,-0.7541560748951488,0.35153725348659415
SPY241002P00545000,2024-10-01 19:56:11+00:00,545.0,0.01,0.01,0.02,-0.01,-50.0,5291.0,607,0.32617861328125,False,REGULAR,USD,put,0.077941773548865,0.05585589089058729,-0.9418556956541638,0.375913409540517
SPY241002P00546000,2024-10-01 20:05:25+00:00,546.0,0.01,0.01,0.02,-0.02,-66.66667,1373.0,452,0.31250687499999996,False,REGULAR,USD,put,-0.6949319377540233,0.6732570110448398,-0.5925082844081816,0.5244331650503179
SPY241002P00547000,2024-10-01 20:02:19+00:00,547.0,0.02,0.01,0.02,-0.01,-33.333336,676.0,585,0.3007882421875,False,REGULAR,USD,put,-0.4746857163281515,0.8901487440260215,-0.09544272391487851,0.6198953459251916
SPY241002P00548000,2024-10-01 20:06:07+00:00,548.0,0.01,0.01,0.02,-0.03,-75.0,1011.0,901,0.2890696093749999,False,REGULAR,USD,put,-0.8504730376347824,0.2722866152634166,-0.7815874242173674,0.9786201264616845
SPY241002P00549000,2024-10-01 20:14:13+00:00,549.0,0.02,0.01,0.02,-0.01,-33.333336,1017.0,485,0.27735097656249996,False,REGULAR,USD,put,0.6611590195141652,0.20541123192054378,-0.7524385316032526,0.030390118009152034
SPY241002P00550000,2024-10-01 20:14:55+00:00,550.0,0.02,0.02,0.03,-0.01,-33.333336,7255.0,1832,0.27735097656249996,False,REGULAR,USD,put,0.5378528072794444,0.7054880668095973,-0.8232468563705039,0.4832498355773023
SPY241002P00551000,2024-10-01 20:03:50+00:00,551.0,0.03,0.02,0.03,0.0,0.0,4094.0,2277,0.26367923828125,False,REGULAR,USD,put,0.5550380877772434,0.8119355566834141,-0.5256247535205846,0.733991025067162
SPY241002P00552000,2024-10-01 20:14:32+00:00,552.0,0.03,0.02,0.03,0.0,0.0,6460.0,586,0.2500075,False,REGULAR,USD,put,0.7672615842431865,0.8073764852491343,-0.5694392568900949,0.3826048701835939
SPY241002P00553000,2024-10-01 20:14:32+00:00,553.0,0.04,0.03,0.04,0.01,33.333336,8131.0,4354,0.2461012890625,False,REGULAR,USD,put,-0.8604142342060666,0.3456732381417016,-0.7449584117850887,0.45891937383230075
SPY241002P00554000,2024-10-01 20:14:01+00:00,554.0,0.05,0.03,0.04,0.010000002,25.000004,9823.0,2133,0.23242955078125,False,REGULAR,USD,put,-0.9813818790070632,0.9376338897536719,-0.7114960638697829,0.5908805015752885
SPY241002P00555000,2024-10-01 20:14:54+00:00,555.0,0.05,0.05,0.06,0.0,0.0,9829.0,8671,0.23242955078125,False,REGULAR,USD,put,-0.04195083089552565,0.6652370543869024,-0.014481791612249273,0.4616557860810636
